threshold,oof_precision,oof_recall,oof_f1,oof_specificity,hard_precision,hard_recall,hard_f1,hard_specificity,hard_accuracy
0.655,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.66,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.665,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.67,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.675,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.68,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.685,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.6900000000000001,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.6950000000000001,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.7000000000000001,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.705,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.71,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.715,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.72,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.725,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.73,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.735,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.74,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.745,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.75,0.7857142857142857,0.09243697478991597,0.16541353383458646,0.9863013698630136,0.75,0.12,0.20689655172413793,0.96,0.54
0.755,1.0,0.01680672268907563,0.03305785123966942,1.0,0.0,0.0,0.0,1.0,0.5
0.76,1.0,0.01680672268907563,0.03305785123966942,1.0,0.0,0.0,0.0,1.0,0.5
0.765,1.0,0.01680672268907563,0.03305785123966942,1.0,0.0,0.0,0.0,1.0,0.5
0.77,1.0,0.01680672268907563,0.03305785123966942,1.0,0.0,0.0,0.0,1.0,0.5
0.775,1.0,0.01680672268907563,0.03305785123966942,1.0,0.0,0.0,0.0,1.0,0.5
