lon,lat,year,eventDate,species,source,record_id
78.8867,8.9532,,2002/2011,Kappaphycus,OBIS,4694876b-ee93-4eb8-a9a4-66fe3d3b7133
78.8867,8.9532,,2002/2011,Kappaphycus,OBIS,c43149e9-5a5a-4411-80a5-50208caa0d24
