lon,lat
79.71707318772334,9.110550421949847
78.96248834906294,9.27224717309136
79.69012372919975,9.083600963426262
79.76198895192931,9.110550421949847
79.69012372919975,9.092584116267457
78.97147150190413,9.27224717309136
79.36673022691673,9.209365103202996
79.75300579908813,9.110550421949847
79.70809003488215,9.101567269108653
79.73503949340574,9.110550421949847
79.67215742351736,9.074617810585066
79.72605634056454,9.532758605486022
79.69910688204095,9.092584116267457
79.77097210477051,9.676489050945143
79.72605634056454,9.487842841280044
79.33079761555194,9.326146090138533
79.07926933599848,9.254280867408973
79.73503949340574,9.487842841280044
79.71707318772334,9.469876535597656
79.67215742351736,9.065634657743871
79.72605634056454,9.47885968843885
79.72605634056454,9.51479229980363
79.77097210477051,9.02970204637909
79.69910688204095,9.101567269108653
78.98045465474533,9.27224717309136
79.72605634056454,9.523775452644829
79.7889384104529,9.640556439580363
79.7799552576117,9.02970204637909
79.72605634056454,9.110550421949847
79.0702861831573,9.254280867408973
79.36673022691673,9.21834825604419
79.72605634056454,9.541741758327218
78.98943780758653,9.27224717309136
79.68114057635856,9.083600963426262
79.66317427067617,9.074617810585066
79.7889384104529,9.64953959242156
79.74402264624693,9.110550421949847
79.77097210477051,9.68547220378634
79.66317427067617,9.065634657743871
79.7889384104529,9.02970204637909
79.12418510020446,9.227331408885384
