lon,lat
79.71010529750085,9.08583934912498
79.74603790886562,9.49906437981996
79.73705475602442,9.508047532661156
79.70112214465965,9.112788807648569
79.71908845034204,9.12177196048976
79.68315583897726,9.094822501966176
79.7729873673892,9.112788807648569
79.30586341964705,9.328384475837252
79.32382972532945,9.328384475837252
79.74603790886562,9.526013838343546
79.73705475602442,9.534996991184745
79.76400421454801,9.68771058948506
79.74603790886562,9.508047532661156
79.08128459861717,9.247536100266496
79.09026775145837,9.301435017313668
