lon,lat,p_raw,p_raw_std,p_calibrated,pred_label,priority
79.26993080828228,9.319401322996058,0.9910451,0.0,1.0,1,high
79.33281287817064,9.319401322996058,0.9933235,0.0,1.0,1,high
79.2429813497587,9.319401322996058,0.9897822,0.0,1.0,1,high
79.25196450259989,9.319401322996058,0.9820779,0.0,1.0,1,high
79.26094765544109,9.319401322996058,0.98985744,0.0,1.0,1,high
79.18009927987032,9.283468711631276,0.9640635,0.0,1.0,1,high
79.27891396112346,9.319401322996058,0.98475546,0.0,1.0,1,high
79.28789711396466,9.319401322996058,0.98350924,0.0,1.0,1,high
79.34179603101184,9.319401322996058,0.98818845,0.0,1.0,1,high
79.2250150440763,9.319401322996058,0.9876528,0.0,1.0,1,high
79.35077918385304,9.319401322996058,0.9779348,0.0,1.0,1,high
79.06331829293478,9.31041817015486,0.96999747,0.0,1.0,1,high
79.07230144577598,9.31041817015486,0.9455254,0.0,1.0,1,high
79.08128459861717,9.31041817015486,0.97196406,0.0,1.0,1,high
79.09026775145837,9.31041817015486,0.97206646,0.0,1.0,1,high
79.09925090429957,9.31041817015486,0.96875674,0.0,1.0,1,high
79.2339981969175,9.319401322996058,0.9778836,0.0,1.0,1,high
79.2160318912351,9.319401322996058,0.9726519,0.0,1.0,1,high
79.11721720998196,9.31041817015486,0.92203194,0.0,1.0,1,high
79.0453519872524,9.319401322996058,0.93632996,0.0,1.0,1,high
79.29688026680586,9.328384475837252,0.9922627,0.0,1.0,1,high
79.30586341964705,9.328384475837252,0.990906,0.0,1.0,1,high
79.31484657248825,9.328384475837252,0.9933395,0.0,1.0,1,high
79.32382972532945,9.328384475837252,0.99478984,0.0,1.0,1,high
79.33281287817064,9.328384475837252,0.9875923,0.0,1.0,1,high
79.34179603101184,9.328384475837252,0.9793483,0.0,1.0,1,high
79.14416666850555,9.292451864472472,0.98220843,0.0,1.0,1,high
79.14416666850555,9.319401322996058,0.96146894,0.0,1.0,1,high
79.07230144577598,9.319401322996058,0.9437701,0.0,1.0,1,high
79.08128459861717,9.319401322996058,0.97196406,0.0,1.0,1,high
79.09026775145837,9.319401322996058,0.9645353,0.0,1.0,1,high
79.09925090429957,9.319401322996058,0.9324566,0.0,1.0,1,high
79.10823405714076,9.319401322996058,0.939487,0.0,1.0,1,high
79.11721720998196,9.319401322996058,0.9155987,0.0,1.0,1,high
79.10823405714076,9.31041817015486,0.94226676,0.0,1.0,1,high
79.15314982134674,9.283468711631276,0.9887532,0.0,1.0,1,high
79.27891396112346,9.328384475837252,0.9893495,0.0,1.0,1,high
79.2250150440763,9.301435017313668,0.98902506,0.0,1.0,1,high
79.10823405714076,9.301435017313668,0.97085303,0.0,1.0,1,high
79.11721720998196,9.301435017313668,0.91046286,0.0,1.0,1,high
79.14416666850555,9.301435017313668,0.9546274,0.0,1.0,1,high
79.15314982134674,9.301435017313668,0.95222336,0.0,1.0,1,high
79.15314982134674,9.292451864472472,0.9561346,0.0,1.0,1,high
79.2160318912351,9.301435017313668,0.990453,0.0,1.0,1,high
79.2339981969175,9.301435017313668,0.98109746,0.0,1.0,1,high
79.08128459861717,9.301435017313668,0.94012547,0.0,1.0,1,high
79.2429813497587,9.301435017313668,0.98988837,0.0,1.0,1,high
79.25196450259989,9.301435017313668,0.985835,0.0,1.0,1,high
79.26094765544109,9.301435017313668,0.9831656,0.0,1.0,1,high
79.33281287817064,9.301435017313668,0.983195,0.0,1.0,1,high
79.34179603101184,9.301435017313668,0.96369165,0.0,1.0,1,high
79.35077918385304,9.301435017313668,0.9553047,0.0,1.0,1,high
79.09026775145837,9.301435017313668,0.8890399,0.0,1.0,1,high
79.35976233669423,9.31041817015486,0.9707061,0.0,1.0,1,high
79.36874548953543,9.292451864472472,0.91289115,0.0,1.0,1,high
79.2250150440763,9.31041817015486,0.98611593,0.0,1.0,1,high
79.14416666850555,9.31041817015486,0.9664284,0.0,1.0,1,high
79.15314982134674,9.31041817015486,0.96849847,0.0,1.0,1,high
79.35976233669423,9.292451864472472,0.911551,0.0,1.0,1,high
79.35077918385304,9.292451864472472,0.9144346,0.0,1.0,1,high
79.34179603101184,9.292451864472472,0.92455184,0.0,1.0,1,high
79.2160318912351,9.31041817015486,0.97687966,0.0,1.0,1,high
79.2339981969175,9.31041817015486,0.9863935,0.0,1.0,1,high
79.35077918385304,9.31041817015486,0.97179055,0.0,1.0,1,high
79.2429813497587,9.31041817015486,0.9728345,0.0,1.0,1,high
79.25196450259989,9.31041817015486,0.98073477,0.0,1.0,1,high
79.26094765544109,9.31041817015486,0.991764,0.0,1.0,1,high
79.26993080828228,9.31041817015486,0.99275357,0.0,1.0,1,high
79.33281287817064,9.31041817015486,0.9910288,0.0,1.0,1,high
79.34179603101184,9.31041817015486,0.9699423,0.0,1.0,1,high
79.28789711396466,9.328384475837252,0.9893495,0.0,1.0,1,high
79.06331829293478,9.319401322996058,0.96118426,0.0,1.0,1,high
79.26993080828228,9.328384475837252,0.979054,0.0,1.0,1,high
79.0453519872524,9.337367628678448,0.9407054,0.0,1.0,1,high
79.05433514009358,9.346350781519645,0.9407054,0.0,1.0,1,high
79.06331829293478,9.346350781519645,0.9427459,0.0,1.0,1,high
79.07230144577598,9.346350781519645,0.93958455,0.0,1.0,1,high
79.08128459861717,9.346350781519645,0.93958455,0.0,1.0,1,high
79.2429813497587,9.328384475837252,0.990298,0.0,1.0,1,high
79.0363688344112,9.337367628678448,0.927614,0.0,1.0,1,high
79.05433514009358,9.337367628678448,0.96627307,0.0,1.0,1,high
79.12620036282316,9.337367628678448,0.93481225,0.0,1.0,1,high
79.06331829293478,9.337367628678448,0.9672624,0.0,1.0,1,high
79.07230144577598,9.337367628678448,0.9672624,0.0,1.0,1,high
79.08128459861717,9.337367628678448,0.94668704,0.0,1.0,1,high
79.09026775145837,9.337367628678448,0.93958455,0.0,1.0,1,high
79.09925090429957,9.337367628678448,0.94591606,0.0,1.0,1,high
79.10823405714076,9.337367628678448,0.9416614,0.0,1.0,1,high
79.0453519872524,9.346350781519645,0.9407054,0.0,1.0,1,high
79.0363688344112,9.346350781519645,0.9487642,0.0,1.0,1,high
79.15314982134674,9.27448555879008,0.97677326,0.0,1.0,1,high
79.06331829293478,9.355333934360836,0.93813235,0.0,1.0,1,high
79.05433514009358,9.355333934360836,0.9407054,0.0,1.0,1,high
79.0453519872524,9.355333934360836,0.9407054,0.0,1.0,1,high
