lon,lat,p_raw,p_raw_std,p_calibrated,pred_label,priority
79.7909536730716,9.642794825279084,0.92385167,0.0,0.6666667,1,medium
79.28789711396466,9.319401322996058,0.9549779,0.0,0.6666667,1,medium
79.72807160318324,9.12177196048976,0.9202944,0.0,0.6666667,1,medium
79.73705475602442,9.12177196048976,0.96381396,0.0,0.6666667,1,medium
79.74603790886562,9.12177196048976,0.9694389,0.0,0.6666667,1,medium
79.75502106170681,9.12177196048976,0.95931643,0.0,0.6666667,1,medium
79.08128459861717,9.301435017313668,0.95315725,0.0,0.6666667,1,medium
79.76400421454801,9.678727436643864,0.93616694,0.0,0.6666667,1,medium
79.73705475602442,9.526013838343546,0.96232915,0.0,0.6666667,1,medium
79.10823405714076,9.301435017313668,0.92861134,0.0,0.6666667,1,medium
79.02738568157001,9.337367628678448,0.9596005,0.0,0.6666667,1,medium
79.70112214465965,9.112788807648569,0.97428495,0.0,0.6666667,1,medium
79.71010529750085,9.112788807648569,0.9751923,0.0,0.6666667,1,medium
79.71908845034204,9.112788807648569,0.9824263,0.0,0.6666667,1,medium
79.72807160318324,9.112788807648569,0.9804419,0.0,0.6666667,1,medium
79.76400421454801,9.112788807648569,0.97144556,0.0,0.6666667,1,medium
79.7729873673892,9.112788807648569,0.95637554,0.0,0.6666667,1,medium
79.72807160318324,9.48109807413757,0.974095,0.0,0.6666667,1,medium
79.74603790886562,9.526013838343546,0.93658817,0.0,0.6666667,1,medium
79.71908845034204,9.12177196048976,0.9711392,0.0,0.6666667,1,medium
78.98246991736403,9.265502405948885,0.96024543,0.0,0.6666667,1,medium
79.76400421454801,9.68771058948506,0.92269737,0.0,0.6666667,1,medium
79.08128459861717,9.25651925310769,0.963654,0.0,0.6666667,1,medium
79.29688026680586,9.328384475837252,0.9527505,0.0,0.6666667,1,medium
79.30586341964705,9.328384475837252,0.95574063,0.0,0.6666667,1,medium
79.31484657248825,9.328384475837252,0.97181576,0.0,0.6666667,1,medium
79.74603790886562,9.49906437981996,0.9317886,0.0,0.6666667,1,medium
79.0363688344112,9.328384475837252,0.9574397,0.0,0.6666667,1,medium
79.73705475602442,9.517030685502352,0.9540616,0.0,0.6666667,1,medium
79.7729873673892,9.68771058948506,0.9347788,0.0,0.6666667,1,medium
79.33281287817064,9.319401322996058,0.9556155,0.0,0.6666667,1,medium
79.7909536730716,9.03194043207781,0.94724333,0.0,0.6666667,1,medium
79.7819705202304,9.03194043207781,0.9391562,0.0,0.6666667,1,medium
79.32382972532945,9.328384475837252,0.94858074,0.0,0.6666667,1,medium
79.33281287817064,9.328384475837252,0.9498952,0.0,0.6666667,1,medium
79.06331829293478,9.31041817015486,0.92375803,0.0,0.6666667,1,medium
79.73705475602442,9.490081226978766,0.95733285,0.0,0.6666667,1,medium
79.07230144577598,9.301435017313668,0.92569995,0.0,0.6666667,1,medium
78.99145307020522,9.265502405948885,0.96695274,0.0,0.6666667,1,medium
79.73705475602442,9.508047532661156,0.9483175,0.0,0.6666667,1,medium
78.97348676452283,9.265502405948885,0.96458465,0.0,0.6666667,1,medium
79.2160318912351,9.301435017313668,0.9471216,0.0,0.6666667,1,medium
79.71010529750085,9.08583934912498,0.9237366,0.0,0.6666667,1,medium
79.69213899181845,9.08583934912498,0.9719642,0.0,0.6666667,1,medium
79.68315583897726,9.08583934912498,0.9332482,0.0,0.6666667,1,medium
79.14416666850555,9.292451864472472,0.94508696,0.0,0.6666667,1,medium
