dataset,n,pos,neg,threshold,acc,precision,recall,f1,auc,ap,tn,fp,fn,tp,nonoverlap_n,nonoverlap_pos,nonoverlap_neg,nonoverlap_acc,nonoverlap_precision,nonoverlap_recall,nonoverlap_f1,nonoverlap_auc,nonoverlap_ap,nonoverlap_tn,nonoverlap_fp,nonoverlap_fn,nonoverlap_tp
v1_1_hard_test_50_web_with_features.csv,50,25,25,0.75,0.74,0.7727272727272727,0.68,0.723404255319149,0.8192,0.7556439107022351,20,5,8,17,12,1,11,0.9166666666666666,0.0,0.0,0.0,0.22727272727272724,0.1,11,0,1,0
