lon,lat,depth,slope,distance_to_shore,shallow_mask,rain_mean,rain_std,extreme_rain,wind_mean,wind_std,chl_mean,chl_std,turb_mean,turb_std,cyclone,wave_mean,wave_std,sal_mean,sal_std,sal_shock_days,current_mean,extreme_wave_days,sst_mean,sst_var,heat_stress_freq,label,dist_to_known_cluster_km,site_prior_score,dist_to_core_zone_anchor_km,policy_core_zone_exclusion,dist_to_invasion_sensitive_km,policy_invasion_risk_flag,policy_go2005_review_required
79.71707318772334,9.110550421949847,4.0,0.21048707,1000.0,1.0,0.08078151,0.10505176,2.0,5.9046297,2.3972535,3.1953485,0.63672984,846.82043,1045.0282,0.43387577,0.66713643,0.15484354,31.98614,0.1913831,0.0,0.058299378,0.0,29.26006,1.7130281,176.0,1,48.55027712678909,0.039293933268322756,54.866062665970695,0,54.866062665970695,0,1
78.96248834906294,9.27224717309136,1.0,0.12465317,1000.0,1.0,0.07855621,0.09856443,4.0,4.0318837,1.344449,2.062792,0.0,1434.1747,1238.4486,0.38858244,0.5900227,0.094263494,30.568495,0.67758065,0.0,0.0611289,0.0,29.470024,2.3389046,319.0,1,5.900653739956003,0.6747743663958695,30.20167973273527,0,30.20167973273527,0,1
79.71707318772334,9.433943924232874,4.0,0.034660827,5000.0,1.0,0.08558974,0.11449233,3.0,5.758159,2.1456053,1.2084395,0.3948322,436.9426,466.62027,0.9233844,0.5907616,0.14632106,30.44448,0.49716103,0.0,0.06926782,0.0,29.313904,1.8761524,235.0,0,47.23018665010419,0.04290876721219723,57.00095945092772,0,57.00095945092772,0,1
79.67215742351736,9.04766835206148,1.0,0.030916361,5000.0,1.0,0.08078151,0.10505176,2.0,5.9046297,2.3972535,2.4450126,0.957259,690.1096,1012.8486,0.4235216,0.7739059,0.17456649,33.475746,1.6802008,0.0,0.11395121,0.0,29.0841,1.5280461,479.0,0,47.5893516145905,0.04189354836106156,52.562884476488435,0,52.562884476488435,0,1
78.98045465474533,9.245297714567776,2.0,0.0,4000.0,1.0,0.08081526,0.107865304,4.0,4.672336,1.5904925,2.167285,0.97398293,513.59326,882.81586,0.42415798,0.64329034,0.11244289,31.464842,1.4741133,0.0,0.095004246,0.0,29.354841,2.309728,988.0,0,5.3838129215899375,0.6984296218795352,28.042306799483708,0,28.042306799483708,0,1
78.51333070700318,9.092584116267457,1.0,0.0,4000.0,1.0,0.07106962,0.07301371,0.0,2.6709378,0.99855745,2.792545,4.723685,599.2482,705.67175,0.17449217,0.71140677,0.08978908,31.224092,0.5395619,0.0,0.07451398,0.0,29.486166,2.145659,294.0,0,58.942915604362156,0.019652952314152507,43.72788408719066,0,81.08172075159153,0,1
79.72605634056454,9.586657522533192,2.0,0.015676962,4123.1055,1.0,0.09225588,0.12364481,3.0,5.5793076,1.8915716,2.116178,0.32800198,683.93036,1354.8604,0.47638556,0.5112803,0.13018115,30.969574,0.5511765,0.0,0.08272093,0.0,29.376799,2.029665,253.0,0,56.11556958425229,0.02372945982238398,66.00482634802935,0,66.00482634802935,0,1
79.09723564168087,9.245297714567776,4.0,0.15537283,2000.0,1.0,0.08437765,0.11770342,4.0,5.153785,1.7527176,2.7132251,0.59987646,661.77167,902.4063,0.84759355,0.76349336,0.13646215,29.97248,0.17348002,0.0,0.0791562,0.0,29.47401,2.2979028,312.0,0,2.147421130307779,0.6619618503645435,15.212339069310163,0,15.212339069310163,0,1
79.69012372919975,9.083600963426262,4.0,0.09097892,1000.0,1.0,0.08078151,0.10505176,2.0,5.9046297,2.3972535,2.9246962,1.1039163,975.14453,481.21075,0.43657795,0.70735604,0.15294375,32.057056,0.38941562,0.0,0.06876656,0.0,29.234055,1.7057414,176.0,1,47.211013622895344,0.04296364834338972,52.92625244921425,0,52.92625244921425,0,1
79.76198895192931,9.496825994121242,1.0,0.0154581815,5000.0,1.0,0.08676139,0.11281652,3.0,5.7253866,2.2016063,1.7461729,0.41957718,672.5365,1122.7228,0.6890893,0.5624315,0.14301096,32.79259,2.3157296,0.0,0.15018725,0.0,29.147142,1.7849474,759.0,0,54.45631881574609,0.02650501670237738,64.33391478047339,0,64.33391478047339,0,1
