lon,lat
79.00941937588762,9.364317087202032
79.00941937588762,9.355333934360836
79.01840252872881,9.355333934360836
79.01840252872881,9.346350781519645
79.73705475602442,9.130755113330958
79.12620036282316,9.220586641742909
79.71908845034204,9.06787304344259
79.74603790886562,9.6158453667555
79.13518351566435,9.229569794584105
79.76400421454801,9.0499067377602
79.71908845034204,9.08583934912498
79.71010529750085,9.08583934912498
79.74603790886562,9.49906437981996
79.74603790886562,9.508047532661156
79.75502106170681,9.66974428380267
79.75502106170681,9.130755113330958
79.75502106170681,9.508047532661156
79.7729873673892,9.642794825279084
79.11721720998196,9.220586641742909
79.14416666850555,9.220586641742909
79.74603790886562,9.624828519596694
79.71908845034204,9.076856196283789
79.71010529750085,9.06787304344259
79.35976233669423,9.211603488901714
79.7729873673892,9.579912755390716
79.2160318912351,9.319401322996058
79.74603790886562,9.543980144025936
79.7729873673892,9.022957279236614
79.7819705202304,9.112788807648569
79.2250150440763,9.31041817015486
79.26993080828228,9.31041817015486
79.32382972532945,9.337367628678448
79.62925692193008,9.517030685502352
79.01840252872881,9.382283392884425
79.00043622304642,9.364317087202032
